sigma_noise,sigma_gp,lambda,beta0,ell0,beta1,ell1,beta2,ell2
59.40266384896734,120.60320395145106,1.5436371539091123,-9.555448445364751e-07,3.148379607400729,-2.2950301295964183e-07,11.470103659655564,-9.293613031039097e-07,2.9138392633384225
59.2583036578807,83.57911006294036,2.3143922366349643,-6.003430004247873e-07,2.2774292545961785,3.881135851581217e-07,4.522203931546852,-4.988361857422487e-07,7.634003223724621
59.34470985649345,83.18908694219661,2.0840428368142967,-6.977077196488648e-07,2.0434699575877815,5.458781974720978e-07,4.586330465493882,-2.3772591913135236e-07,8.399508372386002
59.63936691690398,116.07508913037292,1.8137244310652159,-9.581396239829945e-07,2.224825606485912,6.7362222472482e-08,5.625740674927839,1.2600416913033305e-06,4.366254731043629
58.73124325074295,100.15295803651745,1.0419658093974973,1.0966584957338017e-06,3.1320902758994893,1.6080229901387788e-06,5.460090229738632,-1.9032526518258412e-06,9.829134409623876
58.23381065072104,109.74442434212057,1.1826621499097136,-1.093940481216558e-06,4.221242151492766,-1.5153539487643038e-06,7.8929549039998745,1.903295300664356e-06,7.257376013828048
56.83295561153987,154.2491613135669,1.6288676251901866,6.312704634094574e-07,2.909249557159457,3.0844525713535326e-07,9.439222967998075,-1.5204833975709052e-06,2.8314838451562023
62.57387966967079,84.2115149739239,1.6209197766198709,-6.968773939626626e-07,3.6981814948310774,-1.0151871877198842e-07,11.36879127657858,1.3186107006302186e-06,7.2470256290624
59.112684665906734,192.96687557777003,1.4287997461682989,8.043850312275217e-07,3.680959562961675,3.477435443548463e-07,3.8729103372307634,-1.4564222683229294e-06,4.074978010997678
59.02295149729602,196.10359408711116,1.403793347850511,1.138086611760439e-06,4.201603710608187,5.386569921467955e-07,4.341656036142692,-1.4208274824279553e-06,3.502005502831388
57.666434784584155,126.26953861678581,1.5552215478197096,-7.293759465701977e-07,6.487196313964998,-4.838327411976882e-07,7.980634560010861,2.2925844416907892e-07,15.514212264639408
58.444276072365376,124.5399365802736,1.5895484691154163,-7.365348084902414e-07,6.337686820981854,-4.2480209441170906e-07,7.199543865484311,-1.7725252098130552e-07,14.835250803604382
60.26563798937818,95.59353715163302,1.6331978474708653,-9.133570117784472e-07,3.1074854954193087,-7.322584010160724e-07,3.76243794511714,-5.1725900741644e-07,2.612273104002227
60.472423038670954,111.89526385805422,1.417479275634444,6.547878516104853e-07,4.11425641970381,8.445573541006016e-07,7.2840130440161195,3.922293041019837e-07,13.422779170724489
60.208409540577485,91.91336749885032,1.6123804269248976,3.533235711925237e-07,3.619242075949692,-8.247080024725589e-08,5.710796976115664,7.346013188592266e-07,14.940963401038523
59.51267866076616,86.87530112475486,1.637992596660853,4.650511638157611e-09,3.937271966819175,-1.3550652715146058e-07,6.028449147530887,-6.675130234726712e-07,37.480166563553574
56.70216735634712,89.93988084110174,2.260126333184749,4.774076025733651e-07,4.052825251398217,5.815794223310893e-09,5.365436397458166,-5.061619979111634e-07,27.495641784338147
60.855380079850164,110.57322476117368,1.61702429066771,6.136708315520323e-07,2.7750678288466015,-7.590999643576278e-08,4.546974673356561,-3.1808060195044917e-07,25.36579975398667
60.188146062456305,95.73430965479152,1.2889132000891739,-1.253219515440182e-07,3.5786507444409072,2.208281840845554e-07,6.807948649693738,4.2000586390229787e-07,18.338217650960207
59.77189767688255,93.38430207069536,1.1508871099684927,-4.0434609347918206e-07,3.9915550647762483,3.39011093584729e-07,6.699716727695464,-2.2055732425079593e-08,17.610987157884882
60.81180877873737,104.53832647725177,1.2070723884133747,3.6865696808074906e-07,4.012337119817928,-5.470799260367389e-07,6.972904642216109,-3.3409027297525885e-08,25.460662386732483
