walker	inv_sigma_noise	inv_sigma_gp	lambda2	zeta0	ell0	nu0	zeta1	ell1	nu1	zeta2	ell2	nu2	log_l	log_p

12	1.640193235e-02	8.218564385e-03	2.815088232e+00	4.638316741e-01	2.901688521e+00	1.287037966e+00	1.336324076e+00	4.463299425e+00	2.133895567e-01	4.013837112e-01	4.316897607e+00	-5.629515473e-01	-1.976653842e+03	-1.768686348e+01

13	1.838932963e-02	5.363443750e-03	4.534079205e+00	1.524515271e+00	7.608092137e+00	1.357847625e+00	3.600970559e-02	5.748556094e+00	-7.069621104e-01	1.249331829e+00	2.692444525e+00	4.907908928e-01	-1.980920056e+03	-2.161066845e+01

14	1.633617636e-02	1.221229134e-02	2.591851370e+00	9.091673266e-01	4.942644220e+00	4.762825269e-01	1.219133820e+00	2.786935187e+00	-4.173529593e-01	1.573331342e+00	3.992305352e+00	-1.148793397e-01	-1.979165183e+03	-1.825098153e+01

15	1.813987485e-02	4.926120295e-03	3.815026271e+00	5.702354352e-01	7.486424102e+00	1.051945341e+00	7.752385863e-01	2.699724429e+00	-1.872031773e-01	1.533554956e+00	5.539082182e+00	1.866456067e-01	-1.980469028e+03	-2.042653814e+01

16	1.739488430e-02	6.530839382e-03	3.244359427e+00	6.917829094e-02	4.034970506e+00	2.009778711e+00	2.930059369e-02	4.534515486e+00	-5.489224930e-01	2.954570981e-03	1.067978603e+01	-4.153086594e-01	-1.971110213e+03	-2.049005604e+01

17	1.618539991e-02	1.375210375e-02	2.360047842e+00	2.633145780e-01	2.982233110e+00	1.371928496e+00	5.949525666e-02	4.056377061e+00	-1.748382545e-01	3.959508813e-03	7.348010849e+00	-7.797556006e-01	-1.972502704e+03	-1.708684838e+01

18	1.760214590e-02	1.107758180e-02	1.439566876e+00	3.985416803e-01	2.558273207e+00	2.492057915e-01	1.925825391e-01	2.948547358e+00	-2.118219384e-01	5.909464770e-02	3.380996664e+00	-2.176815888e-01	-1.979559483e+03	-1.266164393e+01

19	1.639437063e-02	1.060060051e-02	3.901010123e+00	2.571967943e-01	3.622049273e+00	-2.192807459e-01	6.795210677e-01	3.089321400e+00	-2.496509470e-01	6.623010876e-01	2.186346170e+00	3.469703555e-01	-1.980669620e+03	-1.499077581e+01

20	1.811022445e-02	9.627571147e-03	1.336377702e+00	3.017207029e-01	2.608878730e+00	8.437258072e-01	1.417694006e+00	1.651545394e+00	3.842009917e-01	2.696040427e-01	5.951530618e+00	-1.986269963e-01	-1.984127740e+03	-1.472784601e+01

21	1.471624779e-02	7.689044559e-03	1.866347170e+00	1.336096160e-01	4.078011644e+00	1.170545004e+00	7.640105044e-01	2.180007511e+00	5.737985069e-01	3.618143012e-02	3.542266985e+00	-1.924762919e-01	-1.982984542e+03	-1.450426260e+01

22	1.626561231e-02	1.132352272e-02	1.581282110e+00	4.159311199e-01	3.082875605e+00	7.728549836e-01	5.629956384e-01	3.156778301e+00	-3.798826255e-02	4.112988391e-01	3.812426058e+00	-3.690028508e-01	-1.977764560e+03	-1.456755209e+01

23	1.731936592e-02	5.615047479e-03	2.888430796e+00	1.757981042e+00	3.611249709e+00	8.394042244e-01	1.423196050e-02	3.463742643e+00	-5.311746243e-01	2.062413890e-01	9.550258438e+00	-5.028073987e-01	-1.975365935e+03	-1.925926334e+01

24	1.657503339e-02	1.510853803e-02	1.569740513e+00	2.765467056e-02	3.304721639e+00	8.718530780e-01	5.134782735e-01	3.038498751e+00	-5.652831256e-02	1.199969797e-03	5.850421327e+00	-3.854884298e-01	-1.974810417e+03	-1.496761278e+01

25	1.739189101e-02	1.751468454e-02	2.597858975e+00	7.288169880e-01	5.741265686e+00	8.149833465e-01	4.993896230e-01	3.648884511e+00	5.452768495e-02	1.326990821e-01	2.122856336e+00	1.890506022e-01	-1.978904316e+03	-1.574012886e+01

26	1.744966435e-02	8.028301779e-03	2.567787632e+00	3.510743801e-01	2.320407707e+00	6.882814291e-01	1.239018849e-01	4.572419708e+00	7.256005147e-02	6.739934844e-02	5.657688253e+00	-1.194133802e+00	-1.975866331e+03	-1.615915356e+01

27	1.687415811e-02	1.875912142e-02	2.167873109e+00	3.615038725e-01	5.351667459e+00	7.514431432e-01	3.836539879e-02	5.001896998e+00	9.348122027e-03	1.048371218e-03	2.094371831e+00	-9.121178576e-01	-1.976531612e+03	-1.544539028e+01

28	1.643305273e-02	1.051740882e-02	2.275554188e+00	3.744349250e-01	2.611179215e+00	1.178683578e+00	2.398711538e-01	3.329213729e+00	8.136679256e-02	3.196179805e-02	5.054075103e+00	-1.147745455e-01	-1.974899072e+03	-1.502555416e+01

29	1.678453470e-02	1.115952123e-02	3.334645136e+00	2.306936335e-01	3.167220782e+00	1.099942872e+00	2.926646279e-01	6.389087200e+00	5.273631287e-01	2.733047031e-01	2.977649233e+00	-1.590119610e+00	-1.977172777e+03	-1.787463927e+01

30	7.994343515e-01	6.071228414e-03	3.234036454e+00	1.400391767e+00	1.271603352e-01	2.605455136e-01	2.611270943e+00	1.570538137e-01	-1.236826082e+00	1.062715118e+00	4.856738160e-01	9.071428133e-01	-2.243111233e+03	-1.446233919e+01

31	6.013543683e-03	1.000044248e+00	3.753445696e+00	3.308971768e-01	1.047707446e+00	4.136016800e-01	7.912382031e-01	1.939852204e+00	-8.930974476e-03	2.370629185e+00	4.800949235e+00	1.007267071e-01	-2.319799145e+03	-1.651762142e+01

32	1.569970980e-02	3.196220017e-03	3.203721253e+00	1.234873447e+00	4.287293595e+00	6.744794222e-01	2.554797808e+00	3.130803578e+00	-2.100036317e-01	1.277155863e+00	3.844310354e+00	-2.983591332e-01	-1.986758185e+03	-1.983076752e+01

33	1.814448803e-02	9.850196375e-03	5.108840015e+00	7.796446100e-03	3.093249723e+00	1.104621024e+00	5.752751311e-01	2.779276251e+00	4.118245947e-01	1.522742353e+00	2.483775512e+00	-1.135206559e-01	-1.980921205e+03	-1.643057542e+01

34	7.815568769e-01	1.478771702e-02	2.866831361e+00	1.495693607e+00	1.645057299e-01	1.084614330e-01	2.696672738e+00	1.516388202e-01	-1.261081369e+00	1.138606720e+00	4.597458703e-01	8.827476221e-01	-2.813047444e+03	-1.426023706e+01

35	1.796638409e-02	1.361678588e-02	1.588253413e+00	3.135056176e-01	3.065513733e+00	4.251559069e-01	2.315714487e-01	3.620580077e+00	5.174252375e-01	7.534156850e-03	4.861908949e+00	-8.184773034e-01	-1.977068249e+03	-1.481980959e+01

36	1.825628653e-02	9.067696884e-03	2.771704007e+00	1.302649706e+00	4.330590540e+00	3.173501453e-01	2.274261975e-02	1.788991062e+00	4.391059205e-01	1.885939489e+00	4.155923902e+00	-2.772638201e-01	-1.982248556e+03	-1.680108115e+01

37	5.779811450e-03	1.001586776e+00	2.209567382e+00	2.021259862e-01	3.317950686e+00	2.311551992e-01	8.425305291e-01	9.002769122e-01	9.187962570e-02	2.261637071e+00	1.500749327e+00	9.678574794e-03	-2.321029680e+03	-1.398361651e+01

38	6.424648327e-03	1.105881268e+00	2.086149469e+00	2.411763860e-01	2.989268046e+00	1.854520003e-01	5.023412089e-01	1.334471540e+00	1.701021366e-01	1.224289595e+00	9.086284185e-01	2.147629338e-01	-2.326120183e+03	-1.233058252e+01

39	1.711733560e-02	7.875042486e-03	2.409287437e+00	2.223192007e-01	2.145406983e+00	1.931177990e+00	8.005203302e-02	5.796338834e+00	-1.593738209e-01	7.164358934e-01	3.527302621e+00	-6.556416487e-01	-1.978695455e+03	-1.699075328e+01

40	6.028923402e-01	8.892374586e-03	2.997449698e+00	1.479675697e+00	1.105796367e-01	1.228302545e-01	2.834802917e+00	1.532643093e-01	-1.322696241e+00	1.160580898e+00	5.366632386e-01	9.845691452e-01	-2.282819709e+03	-1.490509586e+01

41	1.744066220e-02	1.199242725e-02	1.572985468e+00	6.663720729e-01	2.745386182e+00	9.949946047e-01	3.494540806e-02	1.779022525e+00	1.117737977e-01	4.783428578e-01	2.749122568e+00	1.849205630e-01	-1.982579381e+03	-1.248589825e+01

42	1.636090074e-02	1.381048899e-02	4.099592470e+00	1.607553424e-01	3.069306986e+00	9.827340945e-01	1.504986363e-01	4.426292637e+00	8.536927444e-01	1.128651028e-01	2.475354500e+00	-8.414350665e-01	-1.976475588e+03	-1.571037352e+01

43	1.725929321e-02	1.212563766e-02	2.656696014e+00	3.887969280e-01	5.455138627e+00	9.982273418e-01	8.467970078e-01	4.351109987e+00	3.064889222e-02	1.144575488e+00	2.725755295e+00	-1.504302232e-01	-1.976449253e+03	-1.769506011e+01

44	1.579131746e-02	9.436733232e-03	7.703182215e-01	1.274209089e-01	2.362205709e+00	1.612001054e+00	6.476530375e-01	2.999614439e+00	1.292707929e-01	7.592214880e-02	9.510260789e+00	-9.989101778e-01	-1.982501016e+03	-1.692559655e+01

45	1.717605915e-02	8.136174648e-03	3.130393562e+00	1.309848681e-02	3.364169736e+00	1.026827209e-01	3.959013752e-02	2.307118239e+00	-6.115774674e-01	1.645555741e+00	5.791088925e+00	-2.823619889e-01	-1.976756371e+03	-1.623778176e+01

46	6.314177558e-03	9.937775790e-01	3.683482991e+00	3.122659995e-01	3.363266005e+00	6.487480046e-01	7.855558966e-01	9.649379375e-01	3.798465933e-01	2.749016907e+00	1.888889401e+00	-1.050217989e-01	-2.321974716e+03	-1.604630752e+01

47	1.597274591e-02	7.028952359e-03	3.761615725e+00	8.044926695e-02	2.673808834e+00	1.421164698e+00	2.310344650e-01	5.036134690e+00	-6.175526607e-02	6.546168903e-02	3.230913103e+00	-2.513268214e-01	-1.975900278e+03	-1.589779985e+01

48	7.860848583e-01	1.011933162e-02	3.002971036e+00	1.410015152e+00	1.172780517e-01	2.200861664e-01	2.651160817e+00	2.031460539e-01	-1.260610922e+00	1.101037283e+00	4.833640535e-01	8.941289332e-01	-2.342643240e+03	-1.432129407e+01

49	1.697480061e-02	9.579749940e-03	1.572179472e+00	5.686782341e-03	2.851928266e+00	4.282087979e-01	1.567753767e-02	3.805893472e+00	-8.961942541e-01	1.334405111e-01	2.797631376e+00	-1.445274839e-02	-1.975329359e+03	-1.303305618e+01
0	1.645406904e-02	1.765579097e-02	1.861631468e+00	6.476857368e-01	2.385813463e+00	7.017207548e-01	6.152435670e-01	3.455667290e+00	2.263265408e-02	2.513116530e-01	3.135670437e+00	-5.341791521e-01	-1.981760121e+03	-1.412590470e+01

1	6.339229529e-03	2.188115584e+00	1.490330080e+00	8.944083168e-01	1.484417873e+00	1.552482861e-01	5.630406586e-03	9.850816211e-01	-9.218137244e-02	1.788797889e+00	2.615888801e+00	9.399963460e-05	-2.321085402e+03	-1.370917112e+01

2	1.718654732e-02	1.085498049e-02	4.750256360e+00	1.920978872e+00	8.402765100e+00	1.143715846e+00	7.123950030e-02	5.604004865e+00	-5.576441937e-01	3.959419131e+00	2.371207636e+00	-2.696666939e-01	-1.978664855e+03	-2.442324428e+01

3	1.629000654e-02	7.524330339e-03	3.935945092e+00	4.906653277e-03	2.871220172e+00	1.379823833e+00	9.169216269e-01	4.473689363e+00	-6.276346008e-02	1.944181999e-01	4.067808092e+00	-1.487252147e-01	-1.974587795e+03	-1.702545917e+01

4	1.678201771e-02	1.065637435e-02	2.318999966e+00	5.124932378e-01	4.612625882e+00	7.528844239e-01	3.372193716e-02	3.434255092e+00	2.822674844e-01	6.099391077e-03	3.081593612e+00	-3.925692628e-01	-1.972274328e+03	-1.482421816e+01

5	1.686038886e-02	6.951620469e-03	1.579955825e+00	1.071215083e+00	3.486142861e+00	7.180804925e-01	5.542086216e-02	4.155117999e+00	3.191590729e-02	2.329118471e-02	5.016516171e+00	-7.153921737e-01	-1.974320851e+03	-1.604627114e+01

6	1.612253286e-02	1.615020009e-02	2.777305994e+00	7.479265095e-01	4.145678902e+00	7.201039597e-01	1.004981111e-01	1.052015497e+00	8.782978764e-01	9.301807230e-01	6.180891351e+00	1.322291195e-01	-1.982444515e+03	-1.608064962e+01

7	1.675350040e-02	2.096867614e-02	1.716190223e+00	5.523100484e-01	2.609406764e+00	5.967972752e-01	6.652821670e-02	2.628069249e+00	4.306966751e-01	7.735785405e-02	3.343606831e+00	-4.764219820e-01	-1.982796944e+03	-1.296032176e+01

8	6.143000573e-03	2.639748800e+00	1.542677308e+00	9.307806023e-01	4.925305374e-01	3.000080300e-01	1.060590517e-02	6.430689831e-01	-2.013999611e-01	2.766975458e+00	3.698710950e-01	3.680022785e-02	-2.320299070e+03	-1.207567932e+01

9	1.110199896e-01	6.781282248e-03	2.948047271e+00	1.681354755e+00	1.495892069e-01	-2.033075285e-01	3.446043707e+00	9.586880408e-02	-1.386136552e+00	1.317072244e+00	7.665810740e-01	1.321615105e+00	-2.254423274e+03	-1.624200987e+01

10	1.709953357e-02	2.032642459e-02	3.019497313e+00	1.282123794e+00	5.057005947e+00	6.460445421e-01	1.070953997e-01	1.683834667e+00	9.562022459e-01	6.802077532e-01	4.903059049e+00	-3.224335681e-01	-1.982300987e+03	-1.705602213e+01

11	6.026519974e-03	1.669590167e+00	5.593439473e+00	5.081881774e-02	3.763146399e+00	3.378653009e-02	1.076859796e-01	8.344241344e-01	6.585783305e-01	3.342423301e+00	1.145518736e+01	2.695948648e-02	-2.322370828e+03	-2.207718782e+01

12	1.610468035e-02	8.361298671e-03	2.983699570e+00	5.641807660e-01	3.215925565e+00	1.019396028e+00	1.858308539e+00	3.909417912e+00	3.682737576e-01	2.704786696e-01	4.644976478e+00	-5.244385571e-01	-1.976618700e+03	-1.806709950e+01

13	1.838932963e-02	5.363443750e-03	4.534079205e+00	1.524515271e+00	7.608092137e+00	1.357847625e+00	3.600970559e-02	5.748556094e+00	-7.069621104e-01	1.249331829e+00	2.692444525e+00	4.907908928e-01	-1.980920056e+03	-2.161066845e+01

14	1.633617636e-02	1.221229134e-02	2.591851370e+00	9.091673266e-01	4.942644220e+00	4.762825269e-01	1.219133820e+00	2.786935187e+00	-4.173529593e-01	1.573331342e+00	3.992305352e+00	-1.148793397e-01	-1.979165183e+03	-1.825098153e+01

15	1.813987485e-02	4.926120295e-03	3.815026271e+00	5.702354352e-01	7.486424102e+00	1.051945341e+00	7.752385863e-01	2.699724429e+00	-1.872031773e-01	1.533554956e+00	5.539082182e+00	1.866456067e-01	-1.980469028e+03	-2.042653814e+01

16	1.739488430e-02	6.530839382e-03	3.244359427e+00	6.917829094e-02	4.034970506e+00	2.009778711e+00	2.930059369e-02	4.534515486e+00	-5.489224930e-01	2.954570981e-03	1.067978603e+01	-4.153086594e-01	-1.971110213e+03	-2.049005604e+01

17	1.618539991e-02	1.375210375e-02	2.360047842e+00	2.633145780e-01	2.982233110e+00	1.371928496e+00	5.949525666e-02	4.056377061e+00	-1.748382545e-01	3.959508813e-03	7.348010849e+00	-7.797556006e-01	-1.972502704e+03	-1.708684838e+01

18	1.760214590e-02	1.107758180e-02	1.439566876e+00	3.985416803e-01	2.558273207e+00	2.492057915e-01	1.925825391e-01	2.948547358e+00	-2.118219384e-01	5.909464770e-02	3.380996664e+00	-2.176815888e-01	-1.979559483e+03	-1.266164393e+01

19	1.639437063e-02	1.060060051e-02	3.901010123e+00	2.571967943e-01	3.622049273e+00	-2.192807459e-01	6.795210677e-01	3.089321400e+00	-2.496509470e-01	6.623010876e-01	2.186346170e+00	3.469703555e-01	-1.980669620e+03	-1.499077581e+01

20	1.811022445e-02	9.627571147e-03	1.336377702e+00	3.017207029e-01	2.608878730e+00	8.437258072e-01	1.417694006e+00	1.651545394e+00	3.842009917e-01	2.696040427e-01	5.951530618e+00	-1.986269963e-01	-1.984127740e+03	-1.472784601e+01

21	1.471624779e-02	7.689044559e-03	1.866347170e+00	1.336096160e-01	4.078011644e+00	1.170545004e+00	7.640105044e-01	2.180007511e+00	5.737985069e-01	3.618143012e-02	3.542266985e+00	-1.924762919e-01	-1.982984542e+03	-1.450426260e+01

22	1.626561231e-02	1.132352272e-02	1.581282110e+00	4.159311199e-01	3.082875605e+00	7.728549836e-01	5.629956384e-01	3.156778301e+00	-3.798826255e-02	4.112988391e-01	3.812426058e+00	-3.690028508e-01	-1.977764560e+03	-1.456755209e+01

23	1.731936592e-02	5.615047479e-03	2.888430796e+00	1.757981042e+00	3.611249709e+00	8.394042244e-01	1.423196050e-02	3.463742643e+00	-5.311746243e-01	2.062413890e-01	9.550258438e+00	-5.028073987e-01	-1.975365935e+03	-1.925926334e+01

24	1.657503339e-02	1.510853803e-02	1.569740513e+00	2.765467056e-02	3.304721639e+00	8.718530780e-01	5.134782735e-01	3.038498751e+00	-5.652831256e-02	1.199969797e-03	5.850421327e+00	-3.854884298e-01	-1.974810417e+03	-1.496761278e+01

25	1.739189101e-02	1.751468454e-02	2.597858975e+00	7.288169880e-01	5.741265686e+00	8.149833465e-01	4.993896230e-01	3.648884511e+00	5.452768495e-02	1.326990821e-01	2.122856336e+00	1.890506022e-01	-1.978904316e+03	-1.574012886e+01

26	1.744966435e-02	8.028301779e-03	2.567787632e+00	3.510743801e-01	2.320407707e+00	6.882814291e-01	1.239018849e-01	4.572419708e+00	7.256005147e-02	6.739934844e-02	5.657688253e+00	-1.194133802e+00	-1.975866331e+03	-1.615915356e+01

27	1.687415811e-02	1.875912142e-02	2.167873109e+00	3.615038725e-01	5.351667459e+00	7.514431432e-01	3.836539879e-02	5.001896998e+00	9.348122027e-03	1.048371218e-03	2.094371831e+00	-9.121178576e-01	-1.976531612e+03	-1.544539028e+01

28	1.643305273e-02	1.051740882e-02	2.275554188e+00	3.744349250e-01	2.611179215e+00	1.178683578e+00	2.398711538e-01	3.329213729e+00	8.136679256e-02	3.196179805e-02	5.054075103e+00	-1.147745455e-01	-1.974899072e+03	-1.502555416e+01

29	1.696521699e-02	7.607682109e-03	4.140016186e+00	2.702966837e-03	3.594455672e+00	1.317671038e+00	1.162944119e-01	7.992936183e+00	8.033247990e-01	2.853294156e-01	2.891251051e+00	-2.167455648e+00	-1.976080188e+03	-2.034657872e+01

30	7.994343515e-01	6.071228414e-03	3.234036454e+00	1.400391767e+00	1.271603352e-01	2.605455136e-01	2.611270943e+00	1.570538137e-01	-1.236826082e+00	1.062715118e+00	4.856738160e-01	9.071428133e-01	-2.243111233e+03	-1.446233919e+01

31	6.013543683e-03	1.000044248e+00	3.753445696e+00	3.308971768e-01	1.047707446e+00	4.136016800e-01	7.912382031e-01	1.939852204e+00	-8.930974476e-03	2.370629185e+00	4.800949235e+00	1.007267071e-01	-2.319799145e+03	-1.651762142e+01

32	1.580002915e-02	3.473227969e-03	3.167265191e+00	1.184208044e+00	4.174538253e+00	6.752706476e-01	2.415442239e+00	3.213446867e+00	-1.938051502e-01	1.207804352e+00	3.948265569e+00	-3.497110595e-01	-1.985220465e+03	-1.961919963e+01

33	1.767507422e-02	9.240395201e-03	4.817642603e+00	2.350007728e-02	3.002589168e+00	1.173040737e+00	5.008688190e-01	3.267087628e+00	3.094621071e-01	1.207756674e+00	2.645266463e+00	-1.433069350e-01	-1.978666632e+03	-1.633650971e+01

34	7.815568769e-01	1.478771702e-02	2.866831361e+00	1.495693607e+00	1.645057299e-01	1.084614330e-01	2.696672738e+00	1.516388202e-01	-1.261081369e+00	1.138606720e+00	4.597458703e-01	8.827476221e-01	-2.813047444e+03	-1.426023706e+01

35	1.796638409e-02	1.361678588e-02	1.588253413e+00	3.135056176e-01	3.065513733e+00	4.251559069e-01	2.315714487e-01	3.620580077e+00	5.174252375e-01	7.534156850e-03	4.861908949e+00	-8.184773034e-01	-1.977068249e+03	-1.481980959e+01

36	1.825628653e-02	9.067696884e-03	2.771704007e+00	1.302649706e+00	4.330590540e+00	3.173501453e-01	2.274261975e-02	1.788991062e+00	4.391059205e-01	1.885939489e+00	4.155923902e+00	-2.772638201e-01	-1.982248556e+03	-1.680108115e+01

37	5.779811450e-03	1.001586776e+00	2.209567382e+00	2.021259862e-01	3.317950686e+00	2.311551992e-01	8.425305291e-01	9.002769122e-01	9.187962570e-02	2.261637071e+00	1.500749327e+00	9.678574794e-03	-2.321029680e+03	-1.398361651e+01

38	6.424648327e-03	1.105881268e+00	2.086149469e+00	2.411763860e-01	2.989268046e+00	1.854520003e-01	5.023412089e-01	1.334471540e+00	1.701021366e-01	1.224289595e+00	9.086284185e-01	2.147629338e-01	-2.326120183e+03	-1.233058252e+01

39	1.711733560e-02	7.875042486e-03	2.409287437e+00	2.223192007e-01	2.145406983e+00	1.931177990e+00	8.005203302e-02	5.796338834e+00	-1.593738209e-01	7.164358934e-01	3.527302621e+00	-6.556416487e-01	-1.978695455e+03	-1.699075328e+01

40	6.028923402e-01	8.892374586e-03	2.997449698e+00	1.479675697e+00	1.105796367e-01	1.228302545e-01	2.834802917e+00	1.532643093e-01	-1.322696241e+00	1.160580898e+00	5.366632386e-01	9.845691452e-01	-2.282819709e+03	-1.490509586e+01

41	1.744066220e-02	1.199242725e-02	1.572985468e+00	6.663720729e-01	2.745386182e+00	9.949946047e-01	3.494540806e-02	1.779022525e+00	1.117737977e-01	4.783428578e-01	2.749122568e+00	1.849205630e-01	-1.982579381e+03	-1.248589825e+01

42	1.636090074e-02	1.381048899e-02	4.099592470e+00	1.607553424e-01	3.069306986e+00	9.827340945e-01	1.504986363e-01	4.426292637e+00	8.536927444e-01	1.128651028e-01	2.475354500e+00	-8.414350665e-01	-1.976475588e+03	-1.571037352e+01

43	1.607027609e-02	1.219341159e-02	2.653001272e+00	3.724054822e-01	5.522420434e+00	1.013464489e+00	8.138349146e-01	4.405072412e+00	4.861571850e-02	1.142387987e+00	2.750600372e+00	-1.690978223e-01	-1.976292423e+03	-1.774121210e+01

44	1.579131746e-02	9.436733232e-03	7.703182215e-01	1.274209089e-01	2.362205709e+00	1.612001054e+00	6.476530375e-01	2.999614439e+00	1.292707929e-01	7.592214880e-02	9.510260789e+00	-9.989101778e-01	-1.982501016e+03	-1.692559655e+01

45	1.717605915e-02	8.136174648e-03	3.130393562e+00	1.309848681e-02	3.364169736e+00	1.026827209e-01	3.959013752e-02	2.307118239e+00	-6.115774674e-01	1.645555741e+00	5.791088925e+00	-2.823619889e-01	-1.976756371e+03	-1.623778176e+01

46	6.314177558e-03	9.937775790e-01	3.683482991e+00	3.122659995e-01	3.363266005e+00	6.487480046e-01	7.855558966e-01	9.649379375e-01	3.798465933e-01	2.749016907e+00	1.888889401e+00	-1.050217989e-01	-2.321974716e+03	-1.604630752e+01

47	1.597274591e-02	7.028952359e-03	3.761615725e+00	8.044926695e-02	2.673808834e+00	1.421164698e+00	2.310344650e-01	5.036134690e+00	-6.175526607e-02	6.546168903e-02	3.230913103e+00	-2.513268214e-01	-1.975900278e+03	-1.589779985e+01

48	7.860848583e-01	1.011933162e-02	3.002971036e+00	1.410015152e+00	1.172780517e-01	2.200861664e-01	2.651160817e+00	2.031460539e-01	-1.260610922e+00	1.101037283e+00	4.833640535e-01	8.941289332e-01	-2.342643240e+03	-1.432129407e+01

49	1.697480061e-02	9.579749940e-03	1.572179472e+00	5.686782341e-03	2.851928266e+00	4.282087979e-01	1.567753767e-02	3.805893472e+00	-8.961942541e-01	1.334405111e-01	2.797631376e+00	-1.445274839e-02	-1.975329359e+03	-1.303305618e+01
0	1.639373452e-02	1.859152072e-02	1.895168797e+00	7.220708867e-01	2.331807114e+00	7.334111925e-01	6.847122299e-01	3.415088365e+00	1.290924495e-01	2.649687820e-01	3.174837302e+00	-5.943972041e-01	-1.982547594e+03	-1.432567210e+01

1	6.339229529e-03	2.188115584e+00	1.490330080e+00	8.944083168e-01	1.484417873e+00	1.552482861e-01	5.630406586e-03	9.850816211e-01	-9.218137244e-02	1.788797889e+00	2.615888801e+00	9.399963460e-05	-2.321085402e+03	-1.370917112e+01

2	1.719649596e-02	1.046248866e-02	4.610798219e+00	1.908769686e+00	8.043861535e+00	1.120921695e+00	6.696940878e-02	5.443690710e+00	-5.556615176e-01	3.678291187e+00	2.908947101e+00	-2.871298602e-01	-1.977440630e+03	-2.421236704e+01

3	1.627061616e-02	7.541765903e-03	3.948082280e+00	3.778699103e-03	2.850796590e+00	1.368768253e+00	9.324991956e-01	4.472621877e+00	-5.423146788e-02	1.977783477e-01	3.951769224e+00	-1.440467294e-01	-1.974600255e+03	-1.694934009e+01

4	1.678201771e-02	1.065637435e-02	2.318999966e+00	5.124932378e-01	4.612625882e+00	7.528844239e-01	3.372193716e-02	3.434255092e+00	2.822674844e-01	6.099391077e-03	3.081593612e+00	-3.925692628e-01	-1.972274328e+03	-1.482421816e+01

5	1.686038886e-02	6.951620469e-03	1.579955825e+00	1.071215083e+00	3.486142861e+00	7.180804925e-01	5.542086216e-02	4.155117999e+00	3.191590729e-02	2.329118471e-02	5.016516171e+00	-7.153921737e-01	-1.974320851e+03	-1.604627114e+01

6	1.612253286e-02	1.615020009e-02	2.777305994e+00	7.479265095e-01	4.145678902e+00	7.201039597e-01	1.004981111e-01	1.052015497e+00	8.782978764e-01	9.301807230e-01	6.180891351e+00	1.322291195e-01	-1.982444515e+03	-1.608064962e+01

7	1.675350040e-02	2.096867614e-02	1.716190223e+00	5.523100484e-01	2.609406764e+00	5.967972752e-01	6.652821670e-02	2.628069249e+00	4.306966751e-01	7.735785405e-02	3.343606831e+00	-4.764219820e-01	-1.982796944e+03	-1.296032176e+01

8	6.143000573e-03	2.639748800e+00	1.542677308e+00	9.307806023e-01	4.925305374e-01	3.000080300e-01	1.060590517e-02	6.430689831e-01	-2.013999611e-01	2.766975458e+00	3.698710950e-01	3.680022785e-02	-2.320299070e+03	-1.207567932e+01

9	1.110199896e-01	6.781282248e-03	2.948047271e+00	1.681354755e+00	1.495892069e-01	-2.033075285e-01	3.446043707e+00	9.586880408e-02	-1.386136552e+00	1.317072244e+00	7.665810740e-01	1.321615105e+00	-2.254423274e+03	-1.624200987e+01

10	1.709953357e-02	2.032642459e-02	3.019497313e+00	1.282123794e+00	5.057005947e+00	6.460445421e-01	1.070953997e-01	1.683834667e+00	9.562022459e-01	6.802077532e-01	4.903059049e+00	-3.224335681e-01	-1.982300987e+03	-1.705602213e+01

11	6.026519974e-03	1.669590167e+00	5.593439473e+00	5.081881774e-02	3.763146399e+00	3.378653009e-02	1.076859796e-01	8.344241344e-01	6.585783305e-01	3.342423301e+00	1.145518736e+01	2.695948648e-02	-2.322370828e+03	-2.207718782e+01

12	1.610468035e-02	8.361298671e-03	2.983699570e+00	5.641807660e-01	3.215925565e+00	1.019396028e+00	1.858308539e+00	3.909417912e+00	3.682737576e-01	2.704786696e-01	4.644976478e+00	-5.244385571e-01	-1.976618700e+03	-1.806709950e+01

13	1.763672758e-02	7.346232934e-03	3.665198854e+00	1.082066236e+00	5.685722706e+00	1.288921171e+00	1.144375314e-01	4.817807474e+00	-4.036829842e-01	7.809956839e-01	3.600990761e+00	2.578229573e-01	-1.976498258e+03	-1.925578000e+01

14	1.633617636e-02	1.221229134e-02	2.591851370e+00	9.091673266e-01	4.942644220e+00	4.762825269e-01	1.219133820e+00	2.786935187e+00	-4.173529593e-01	1.573331342e+00	3.992305352e+00	-1.148793397e-01	-1.979165183e+03	-1.825098153e+01

15	1.813987485e-02	4.926120295e-03	3.815026271e+00	5.702354352e-01	7.486424102e+00	1.051945341e+00	7.752385863e-01	2.699724429e+00	-1.872031773e-01	1.533554956e+00	5.539082182e+00	1.866456067e-01	-1.980469028e+03	-2.042653814e+01

16	1.739488430e-02	6.530839382e-03	3.244359427e+00	6.917829094e-02	4.034970506e+00	2.009778711e+00	2.930059369e-02	4.534515486e+00	-5.489224930e-01	2.954570981e-03	1.067978603e+01	-4.153086594e-01	-1.971110213e+03	-2.049005604e+01

